"紀錄編號",Date,"COUNTYNAME","TOWNNAME","地點整併","經度","緯度","蛙種","記錄方式","生活型態","數量(隻)"
301572,2019/5/27,"新北市","樹林區","超大菜園",121.408829,25.010502,"斑腿樹蛙","目視","雌蛙",1
301573,2019/5/27,"新北市","樹林區","超大菜園",121.408829,25.010502,"斑腿樹蛙","目視","雄蛙",1
301578,2019/5/27,"新北市","樹林區","超大菜園",121.408829,25.010502,"斑腿樹蛙","聽音","雄蛙",5
301695,2019/5/27,"雲林縣","斗六市","竹林居餐廳",120.548133,23.679975,"斑腿樹蛙","目視","雄蛙",1
301696,2019/5/27,"雲林縣","斗六市","竹林居餐廳",120.548133,23.679975,"斑腿樹蛙","目視","雄蛙",1
301697,2019/5/27,"雲林縣","斗六市","竹林居餐廳",120.548133,23.679975,"斑腿樹蛙","目視","雌蛙",1
301698,2019/5/27,"雲林縣","斗六市","竹林居餐廳",120.548133,23.679975,"斑腿樹蛙","目視","成蛙",1
301811,2019/4/13,"新竹縣","竹東鎮","六香田一區",121.059584,24.76154,"斑腿樹蛙","聽音","雄蛙",1
301812,2019/4/13,"新竹縣","竹東鎮","六香田一區",121.059584,24.76154,"斑腿樹蛙","聽音","雄蛙",1
301813,2019/4/13,"新竹縣","竹東鎮","六香田一區",121.059584,24.76154,"斑腿樹蛙","聽音","雄蛙","10~19"
301814,2019/4/13,"新竹縣","竹東鎮","六香田一區",121.059584,24.76154,"斑腿樹蛙","目視","卵塊","不計數"
301849,2019/4/13,"新竹縣","竹東鎮","六香田二區",121.058367,24.759247,"斑腿樹蛙","聽音","雄蛙",8
301850,2019/4/13,"新竹縣","竹東鎮","六香田二區",121.058367,24.759247,"斑腿樹蛙","聽音","雄蛙",5
301851,2019/4/13,"新竹縣","竹東鎮","六香田二區",121.058367,24.759247,"斑腿樹蛙","聽音","雄蛙",6
301852,2019/4/13,"新竹縣","竹東鎮","六香田二區",121.058367,24.759247,"斑腿樹蛙","目視","卵塊","不計數"
301853,2019/4/13,"新竹縣","竹東鎮","六香田二區",121.058367,24.759247,"斑腿樹蛙","目視","卵塊","不計數"
301854,2019/4/13,"新竹縣","竹東鎮","六香田二區",121.058367,24.759247,"斑腿樹蛙","聽音","雄蛙",1
301855,2019/4/13,"新竹縣","竹東鎮","六香田二區",121.058367,24.759247,"斑腿樹蛙","目視","雌蛙",1
301856,2019/4/13,"新竹縣","竹東鎮","六香田二區",121.058367,24.759247,"斑腿樹蛙","目視","雄蛙",1
301857,2019/4/13,"新竹縣","竹東鎮","六香田二區",121.058367,24.759247,"斑腿樹蛙","目視","卵塊","不計數"
301858,2019/4/13,"新竹縣","竹東鎮","六香田二區",121.058367,24.759247,"斑腿樹蛙","目視","雄蛙",5
301859,2019/4/13,"新竹縣","竹東鎮","六香田二區",121.058367,24.759247,"斑腿樹蛙","目視","雄蛙",1
301882,2019/4/15,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","目視","雄蛙",1
301883,2019/4/15,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","目視","卵塊","不計數"
301884,2019/4/15,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","目視","卵塊","不計數"
301885,2019/4/15,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","聽音","雄蛙",2
301911,2019/5/25,"台北市","士林區","雙溪國小",121.559627,25.114393,"斑腿樹蛙","聽音","雄蛙",3
301912,2019/5/25,"台北市","士林區","雙溪國小",121.559627,25.114393,"斑腿樹蛙","目視","成蛙",1
301914,2019/5/25,"台北市","士林區","雙溪國小",121.559627,25.114393,"斑腿樹蛙","聽音","雄蛙",4
301930,2019/4/15,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","目視","雄蛙",2
301931,2019/4/15,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","目視","蝌蚪","不計數"
301933,2019/4/15,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","目視","雄蛙",1
301934,2019/4/15,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","聽音","雄蛙",3
301935,2019/4/15,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","目視","雄蛙",2
301936,2019/4/15,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","目視","雌蛙",1
301937,2019/4/15,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","聽音","雄蛙",2
301972,2019/4/16,"新竹縣","關西鎮","南山里4鄰",121.158408,24.796372,"斑腿樹蛙","目視","雄蛙",1
301989,2019/4/16,"新竹縣","關西鎮","南山里3鄰",121.15759,24.798594,"斑腿樹蛙","目視","雄蛙",1
302029,2019/4/16,"新竹縣","關西鎮","竹16鄉道11K鳳山溪",121.15857,24.799099,"斑腿樹蛙","目視","雌蛙",1
302030,2019/4/16,"新竹縣","關西鎮","竹16鄉道11K鳳山溪",121.15857,24.799099,"斑腿樹蛙","目視","卵塊","不計數"
302031,2019/4/16,"新竹縣","關西鎮","竹16鄉道11K鳳山溪",121.15857,24.799099,"斑腿樹蛙","聽音","雄蛙",2
302032,2019/4/16,"新竹縣","關西鎮","竹16鄉道11K鳳山溪",121.15857,24.799099,"斑腿樹蛙","目視","雄蛙",1
302033,2019/4/16,"新竹縣","關西鎮","竹16鄉道11K鳳山溪",121.15857,24.799099,"斑腿樹蛙","目視","雌蛙",1
302034,2019/4/16,"新竹縣","關西鎮","竹16鄉道11K鳳山溪",121.15857,24.799099,"斑腿樹蛙","聽音","雄蛙",2
302061,2019/5/29,"新北市","新店區","安和路三段",121.517944,24.982842,"斑腿樹蛙","目視","成蛙",1
302062,2019/5/29,"南投縣","中寮鄉","自宅4",120.72515,23.8948,"斑腿樹蛙","目視","成蛙",1
302063,2019/5/29,"桃園市","大溪區","員樹林",121.264607,24.882074,"斑腿樹蛙","目視","成蛙",1
302096,2019/4/20,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","幼體",1
302097,2019/4/20,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","幼體",2
302098,2019/4/20,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","蝌蚪","不計數"
302099,2019/4/20,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","蝌蚪","不計數"
302100,2019/4/20,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","聽音","雄蛙",5
302101,2019/4/20,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","聽音","雄蛙",3
302103,2019/4/20,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","雄蛙",1
302104,2019/4/20,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","雄蛙",2
302105,2019/4/20,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","雄蛙",16
302106,2019/4/20,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","雄蛙",2
302107,2019/4/20,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","雌蛙",3
302108,2019/4/20,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","雌蛙",1
302109,2019/4/20,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","雌蛙",1
302110,2019/4/20,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","雄蛙",2
302111,2019/4/20,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","卵塊","不計數"
302112,2019/4/20,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","卵塊","不計數"
302113,2019/4/20,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","雌蛙",2
302114,2019/4/20,"新竹縣","竹東鎮","河濱公園竹東大橋端",121.102137,24.719524,"斑腿樹蛙","目視","雄蛙",15
302119,2019/5/30,"新北市","深坑區","王軍寮母子樹涼亭",121.6199,24.991291,"斑腿樹蛙","目視","成蛙",1
302120,2019/5/30,"新北市","深坑區","王軍寮母子樹涼亭",121.6199,24.991291,"斑腿樹蛙","目視","成蛙",1
302121,2019/5/30,"新北市","深坑區","王軍寮母子樹涼亭",121.6199,24.991291,"斑腿樹蛙","目視","成蛙",1
302122,2019/5/30,"新北市","深坑區","王軍寮母子樹涼亭",121.6199,24.991291,"斑腿樹蛙","目視","成蛙",5
302123,2019/5/30,"新北市","深坑區","王軍寮母子樹涼亭",121.6199,24.991291,"斑腿樹蛙","目視","成蛙",1
302124,2019/5/30,"新北市","深坑區","王軍寮母子樹涼亭",121.6199,24.991291,"斑腿樹蛙","聽音","雄蛙",3
302156,2019/5/30,"新北市","深坑區","阿柔洋產業道路",121.62135,24.98604,"斑腿樹蛙","目視","雄蛙",2
302157,2019/5/30,"新北市","深坑區","阿柔洋產業道路",121.62135,24.98604,"斑腿樹蛙","聽音","雄蛙",2
302241,2019/5/25,"新北市","三峽區","辭修高中",121.407939,24.932707,"斑腿樹蛙","目視","蝌蚪","不計數"
302244,2019/5/25,"新北市","三峽區","辭修高中",121.407939,24.932707,"斑腿樹蛙","目視","卵塊","不計數"
302255,2019/5/25,"新北市","三峽區","辭修高中",121.407939,24.932707,"斑腿樹蛙","聽音","雄蛙","40~49"
302256,2019/5/25,"新北市","三峽區","辭修高中",121.407939,24.932707,"斑腿樹蛙","目視","雄蛙",7
302257,2019/5/25,"新北市","三峽區","辭修高中",121.407939,24.932707,"斑腿樹蛙","目視","雄蛙",1
302258,2019/5/25,"新北市","三峽區","辭修高中",121.407939,24.932707,"斑腿樹蛙","目視","雌蛙",1
302280,2019/5/30,"宜蘭縣","冬山鄉","淋漓坑水生池",121.699475,24.640943,"斑腿樹蛙","目視","卵塊","不計數"
302281,2019/5/30,"宜蘭縣","冬山鄉","淋漓坑水生池",121.699475,24.640943,"斑腿樹蛙","目視","蝌蚪","不計數"
302282,2019/5/30,"宜蘭縣","冬山鄉","淋漓坑水生池",121.699475,24.640943,"斑腿樹蛙","目視","幼體",63
302283,2019/5/30,"宜蘭縣","冬山鄉","淋漓坑水生池",121.699475,24.640943,"斑腿樹蛙","目視","雄蛙",10
302284,2019/5/30,"宜蘭縣","冬山鄉","淋漓坑水生池",121.699475,24.640943,"斑腿樹蛙","目視","雄蛙",5
302285,2019/5/30,"宜蘭縣","冬山鄉","淋漓坑水生池",121.699475,24.640943,"斑腿樹蛙","目視","雄蛙",5
302286,2019/5/30,"宜蘭縣","冬山鄉","淋漓坑水生池",121.699475,24.640943,"斑腿樹蛙","聽音","雄蛙",6
302287,2019/5/30,"宜蘭縣","冬山鄉","淋漓坑水生池",121.699475,24.640943,"斑腿樹蛙","目視","雌蛙",1
302318,2019/4/22,"新竹市","北區","西門國小",120.95999,24.802681,"斑腿樹蛙","目視","雄蛙",1
302494,2019/4/14,"新竹縣","峨眉鄉","赤科山農路糞箕窩",121.013519,24.687461,"斑腿樹蛙","目視","雌蛙",1
302495,2019/4/14,"新竹縣","峨眉鄉","赤科山農路糞箕窩",121.013519,24.687461,"斑腿樹蛙","聽音","雄蛙",1
302756,2019/5/30,"新竹縣","峨眉鄉","陳家埤塘",121.01934,24.695216,"斑腿樹蛙","聽音","雄蛙",1
302757,2019/5/30,"新竹縣","峨眉鄉","陳家埤塘",121.01934,24.695216,"斑腿樹蛙","聽音","雄蛙",4
302758,2019/5/30,"新竹縣","峨眉鄉","陳家埤塘",121.01934,24.695216,"斑腿樹蛙","目視","雄蛙",1
302861,2019/5/1,"雲林縣","古坑鄉","麻園生態園區",120.515007,23.628387,"斑腿樹蛙","目視","雄蛙",3
302862,2019/5/1,"雲林縣","古坑鄉","麻園生態園區",120.515007,23.628387,"斑腿樹蛙","聽音","雄蛙","10~19"
302998,2019/6/1,"雲林縣","斗六市","楓樹湖",120.609094,23.717343,"斑腿樹蛙","聽音","雄蛙",5
302999,2019/6/1,"雲林縣","斗六市","楓樹湖",120.609094,23.717343,"斑腿樹蛙","聽音","雄蛙",2
303000,2019/6/1,"雲林縣","斗六市","楓樹湖",120.609094,23.717343,"斑腿樹蛙","聽音","雄蛙",6
303001,2019/6/1,"雲林縣","斗六市","楓樹湖",120.609094,23.717343,"斑腿樹蛙","目視","雄蛙",3
303002,2019/6/1,"雲林縣","斗六市","楓樹湖",120.609094,23.717343,"斑腿樹蛙","聽音","雄蛙",1
303003,2019/6/1,"雲林縣","斗六市","楓樹湖",120.609094,23.717343,"斑腿樹蛙","目視","雄蛙",1
303004,2019/6/1,"雲林縣","斗六市","楓樹湖",120.609094,23.717343,"斑腿樹蛙","目視","幼體",4
303005,2019/6/1,"雲林縣","斗六市","楓樹湖",120.609094,23.717343,"斑腿樹蛙","目視","雄蛙",3
303006,2019/6/1,"雲林縣","斗六市","楓樹湖",120.609094,23.717343,"斑腿樹蛙","目視","雌蛙",2
303007,2019/6/1,"雲林縣","斗六市","楓樹湖",120.609094,23.717343,"斑腿樹蛙","聽音","雄蛙",2
303008,2019/6/1,"雲林縣","斗六市","楓樹湖",120.609094,23.717343,"斑腿樹蛙","目視","雄蛙",1
303009,2019/6/1,"雲林縣","斗六市","楓樹湖",120.609094,23.717343,"斑腿樹蛙","目視","雌蛙",1
303010,2019/6/1,"雲林縣","斗六市","楓樹湖",120.609094,23.717343,"斑腿樹蛙","目視","雄蛙",4
303011,2019/6/1,"雲林縣","斗六市","楓樹湖",120.609094,23.717343,"斑腿樹蛙","目視","雌蛙",1
303018,2019/6/1,"雲林縣","斗六市","楓樹湖",120.609094,23.717343,"斑腿樹蛙","目視","雄蛙",1
303054,2019/6/1,"雲林縣","斗六市","斗六大圳咬狗段",120.60403,23.708626,"斑腿樹蛙","聽音","雄蛙",1
303055,2019/6/1,"雲林縣","斗六市","斗六大圳咬狗段",120.60403,23.708626,"斑腿樹蛙","聽音","雄蛙",1
303056,2019/6/1,"雲林縣","斗六市","斗六大圳咬狗段",120.60403,23.708626,"斑腿樹蛙","目視","蝌蚪","不計數"
303057,2019/6/1,"雲林縣","斗六市","斗六大圳咬狗段",120.60403,23.708626,"斑腿樹蛙","目視","雌蛙",1
303058,2019/6/1,"雲林縣","斗六市","斗六大圳咬狗段",120.60403,23.708626,"斑腿樹蛙","聽音","雄蛙",4
303059,2019/6/1,"雲林縣","斗六市","斗六大圳咬狗段",120.60403,23.708626,"斑腿樹蛙","目視","雄蛙",1
303060,2019/6/1,"雲林縣","斗六市","斗六大圳咬狗段",120.60403,23.708626,"斑腿樹蛙","聽音","雄蛙",1
303061,2019/6/1,"雲林縣","斗六市","斗六大圳咬狗段",120.60403,23.708626,"斑腿樹蛙","目視","雄蛙",2
303062,2019/6/1,"雲林縣","斗六市","斗六大圳咬狗段",120.60403,23.708626,"斑腿樹蛙","目視","雄蛙",1
303063,2019/6/1,"雲林縣","斗六市","斗六大圳咬狗段",120.60403,23.708626,"斑腿樹蛙","目視","雌蛙",1
303108,2019/6/1,"嘉義縣","竹崎鄉","番子潭",120.506527,23.50848,"斑腿樹蛙","聽音","雄蛙",4
303121,2019/6/1,"嘉義縣","竹崎鄉","東義路",120.496336,23.518353,"斑腿樹蛙","聽音","雄蛙","20~29"
303123,2019/6/1,"嘉義縣","竹崎鄉","東義路",120.496336,23.518353,"斑腿樹蛙","目視","成蛙",1
303142,2019/6/2,"新北市","三峽區","八仙橋-115",121.445139,24.847319,"斑腿樹蛙","目視","雄蛙",1
303167,2019/4/22,"新竹縣","關西鎮","不動明王廟",121.17972,24.795003,"斑腿樹蛙","聽音","雄蛙",1
303309,2019/4/28,"新竹縣","關西鎮","南山水土保持戶外教室外圍",121.157416,24.786234,"斑腿樹蛙","目視","卵塊","不計數"
303310,2019/4/28,"新竹縣","關西鎮","南山水土保持戶外教室外圍",121.157416,24.786234,"斑腿樹蛙","目視","蝌蚪","不計數"
303311,2019/4/28,"新竹縣","關西鎮","南山水土保持戶外教室外圍",121.157416,24.786234,"斑腿樹蛙","目視","雄蛙",1
303312,2019/4/28,"新竹縣","關西鎮","南山水土保持戶外教室外圍",121.157416,24.786234,"斑腿樹蛙","目視","雄蛙",1
303313,2019/4/28,"新竹縣","關西鎮","南山水土保持戶外教室外圍",121.157416,24.786234,"斑腿樹蛙","聽音","雄蛙",3
303330,2019/4/28,"新竹縣","關西鎮","賞蜓步道",121.172096,24.788439,"斑腿樹蛙","聽音","雄蛙","20~29"
303342,2019/5/4,"新竹縣","竹東鎮","竹中路後段",121.039686,24.780344,"斑腿樹蛙","目視","雌蛙",1
303343,2019/5/4,"新竹縣","竹東鎮","竹中路後段",121.039686,24.780344,"斑腿樹蛙","聽音","雄蛙",2
303344,2019/5/4,"新竹縣","竹東鎮","竹中路後段",121.039686,24.780344,"斑腿樹蛙","聽音","雄蛙",4
303345,2019/5/4,"新竹縣","竹東鎮","竹中路後段",121.039686,24.780344,"斑腿樹蛙","聽音","雄蛙",3
303460,2019/5/8,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","目視","蝌蚪","不計數"
303461,2019/5/8,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","聽音","雄蛙",2
303462,2019/5/8,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","聽音","雄蛙",4
303463,2019/5/8,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","目視","卵塊","不計數"
303464,2019/5/8,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","目視","卵塊","不計數"
303465,2019/5/8,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","目視","雄蛙",6
303466,2019/5/8,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","目視","雄蛙",1
303467,2019/5/8,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","聽音","雄蛙",2
303468,2019/5/8,"新竹縣","關西鎮","牛欄河親水公園中游",121.184005,24.796153,"斑腿樹蛙","聽音","雄蛙",3
303507,2019/5/8,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","目視","雄蛙",4
303508,2019/5/8,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","目視","卵塊","不計數"
303509,2019/5/8,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","聽音","雄蛙",3
303510,2019/5/8,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","聽音","雄蛙",2
303511,2019/5/8,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","聽音","雄蛙",2
303512,2019/5/8,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","目視","雌蛙",2
303513,2019/5/8,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","目視","雄蛙",1
303514,2019/5/8,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","目視","雄蛙",1
303515,2019/5/8,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","目視","蝌蚪","不計數"
303516,2019/5/8,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","聽音","雄蛙",5
303517,2019/5/8,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","聽音","雄蛙",6
303518,2019/5/8,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","目視","蝌蚪","不計數"
303519,2019/5/8,"新竹縣","關西鎮","牛欄河親水公園下游",121.180636,24.792131,"斑腿樹蛙","目視","雄蛙",1
303597,2019/5/11,"新竹縣","關西鎮","南山水土保持戶外教室外圍",121.157416,24.786234,"斑腿樹蛙","目視","蝌蚪","不計數"
303632,2019/5/11,"新竹縣","關西鎮","賞蜓步道",121.172096,24.788439,"斑腿樹蛙","聽音","雄蛙",8
303633,2019/5/11,"新竹縣","關西鎮","賞蜓步道",121.172096,24.788439,"斑腿樹蛙","聽音","雄蛙",4
303667,2019/5/25,"新竹縣","關西鎮","南山里3鄰",121.15759,24.798594,"斑腿樹蛙","目視","蝌蚪","不計數"
303668,2019/5/25,"新竹縣","關西鎮","南山里3鄰",121.15759,24.798594,"斑腿樹蛙","目視","雌蛙",1
303669,2019/5/25,"新竹縣","關西鎮","南山里3鄰",121.15759,24.798594,"斑腿樹蛙","目視","雄蛙",1
303670,2019/5/25,"新竹縣","關西鎮","南山里3鄰",121.15759,24.798594,"斑腿樹蛙","目視","雄蛙",2
303671,2019/5/25,"新竹縣","關西鎮","南山里3鄰",121.15759,24.798594,"斑腿樹蛙","聽音","雄蛙",3
303707,2019/5/25,"新竹縣","關西鎮","竹16鄉道11K鳳山溪",121.15857,24.799099,"斑腿樹蛙","目視","蝌蚪","不計數"
303708,2019/5/25,"新竹縣","關西鎮","竹16鄉道11K鳳山溪",121.15857,24.799099,"斑腿樹蛙","聽音","雄蛙",3
303709,2019/5/25,"新竹縣","關西鎮","竹16鄉道11K鳳山溪",121.15857,24.799099,"斑腿樹蛙","聽音","雄蛙",2
303745,2019/5/19,"新竹縣","新埔鎮","墾園農場",121.044208,24.844924,"斑腿樹蛙","聽音","雄蛙",2
303746,2019/5/19,"新竹縣","新埔鎮","墾園農場",121.044208,24.844924,"斑腿樹蛙","目視","蝌蚪","不計數"
303747,2019/5/19,"新竹縣","新埔鎮","墾園農場",121.044208,24.844924,"斑腿樹蛙","聽音","雄蛙",7
303748,2019/5/19,"新竹縣","新埔鎮","墾園農場",121.044208,24.844924,"斑腿樹蛙","目視","雌蛙",2
303749,2019/5/19,"新竹縣","新埔鎮","墾園農場",121.044208,24.844924,"斑腿樹蛙","目視","蝌蚪","不計數"
303750,2019/5/19,"新竹縣","新埔鎮","墾園農場",121.044208,24.844924,"斑腿樹蛙","聽音","雄蛙",3
303751,2019/5/19,"新竹縣","新埔鎮","墾園農場",121.044208,24.844924,"斑腿樹蛙","聽音","雄蛙","10~19"
303752,2019/5/19,"新竹縣","新埔鎮","墾園農場",121.044208,24.844924,"斑腿樹蛙","目視","雄蛙",1
303753,2019/5/19,"新竹縣","新埔鎮","墾園農場",121.044208,24.844924,"斑腿樹蛙","目視","雄蛙",1
303754,2019/5/19,"新竹縣","新埔鎮","墾園農場",121.044208,24.844924,"斑腿樹蛙","目視","雄蛙",1
303760,2019/5/19,"新竹縣","新埔鎮","義民廟",121.036184,24.844529,"斑腿樹蛙","聽音","雄蛙",2
303832,2019/5/19,"新竹縣","關西鎮","新富里1鄰",121.180821,24.769731,"斑腿樹蛙","目視","卵塊","不計數"
303833,2019/5/19,"新竹縣","關西鎮","新富里1鄰",121.180821,24.769731,"斑腿樹蛙","目視","雄蛙",3
303834,2019/5/19,"新竹縣","關西鎮","新富里1鄰",121.180821,24.769731,"斑腿樹蛙","聽音","雄蛙",3
303835,2019/5/19,"新竹縣","關西鎮","新富里1鄰",121.180821,24.769731,"斑腿樹蛙","目視","蝌蚪","不計數"
303836,2019/5/19,"新竹縣","關西鎮","新富里1鄰",121.180821,24.769731,"斑腿樹蛙","聽音","雄蛙",5
303837,2019/5/19,"新竹縣","關西鎮","新富里1鄰",121.180821,24.769731,"斑腿樹蛙","聽音","雄蛙",1
303838,2019/5/19,"新竹縣","關西鎮","新富里1鄰",121.180821,24.769731,"斑腿樹蛙","目視","雄蛙",1
303839,2019/5/19,"新竹縣","關西鎮","新富里1鄰",121.180821,24.769731,"斑腿樹蛙","目視","雄蛙",1
303840,2019/4/20,"新竹市","香山區","客雅溪福樹橋",120.936142,24.803647,"斑腿樹蛙","聽音","雄蛙",4
303841,2019/4/29,"新竹縣","關西鎮","莒光街",121.172254,24.79596,"斑腿樹蛙","聽音","雄蛙",5
303933,2019/5/29,"南投縣","南投市","德安教養院",120.702308,23.913297,"斑腿樹蛙","目視","成蛙",1
303934,2019/6/1,"高雄市","大社區","觀音山風景區",120.371748,22.729653,"斑腿樹蛙","目視","成蛙",1
303935,2019/6/1,"新北市","中和區","烘爐地南山福德宮",121.497673,24.971807,"斑腿樹蛙","目視","成蛙",1
303936,2019/6/4,"新竹縣","新豐鄉","新豐地區",120.988902,24.918441,"斑腿樹蛙","目視","成蛙",1
303937,2019/6/1,"嘉義市","東區","忠義堤防道路",120.483241,23.45864,"斑腿樹蛙","目視","雄蛙",1
303938,2019/6/1,"嘉義市","東區","忠義堤防道路",120.483241,23.45864,"斑腿樹蛙","目視","幼體",1
303953,2019/6/1,"雲林縣","林內鄉","坪頂路",120.630536,23.768568,"斑腿樹蛙","聽音","雄蛙",3
303954,2019/6/1,"雲林縣","林內鄉","坪頂路",120.630536,23.768568,"斑腿樹蛙","聽音","雄蛙","10~19"
303982,2019/6/1,"嘉義縣","大林鎮","朝聖宮",120.456544,23.593429,"斑腿樹蛙","聽音","雄蛙",1
303983,2019/6/1,"嘉義縣","大林鎮","朝聖宮",120.456544,23.593429,"斑腿樹蛙","聽音","雄蛙",3
304056,2019/6/5,"宜蘭縣","冬山鄉","三富農場",121.753721,24.617352,"斑腿樹蛙","聽音","雄蛙",2
304083,2019/3/10,"台中市","新社區","興中街(香菇之家旁)",120.803174,24.208813,"斑腿樹蛙","目視","雄蛙",6
304084,2019/3/10,"台中市","新社區","興中街(香菇之家旁)",120.803174,24.208813,"斑腿樹蛙","目視","雄蛙",3
304085,2019/3/10,"台中市","新社區","興中街(香菇之家旁)",120.803174,24.208813,"斑腿樹蛙","目視","雄蛙",5
304086,2019/3/10,"台中市","新社區","興中街(香菇之家旁)",120.803174,24.208813,"斑腿樹蛙","目視","雌蛙",1
304087,2019/3/10,"台中市","新社區","興中街(香菇之家旁)",120.803174,24.208813,"斑腿樹蛙","目視","雌蛙",3
304097,2019/3/10,"台中市","新社區","興中街",120.803369,24.229292,"斑腿樹蛙","目視","雄蛙",2
304098,2019/3/10,"台中市","新社區","興中街",120.803369,24.229292,"斑腿樹蛙","目視","雄蛙",2
304099,2019/3/10,"台中市","新社區","興中街",120.803369,24.229292,"斑腿樹蛙","聽音","雄蛙",1
304100,2019/3/10,"台中市","新社區","興中街",120.803369,24.229292,"斑腿樹蛙","目視","雄蛙",3
304101,2019/3/10,"台中市","新社區","興中街",120.803369,24.229292,"斑腿樹蛙","目視","蝌蚪","不計數"
304102,2019/3/10,"台中市","新社區","興中街",120.803369,24.229292,"斑腿樹蛙","目視","卵塊","不計數"
304113,2019/3/10,"台中市","新社區","中和街二段大源宮旁",120.795353,24.229868,"斑腿樹蛙","聽音","雄蛙",8
304114,2019/3/10,"台中市","新社區","中和街二段大源宮旁",120.795353,24.229868,"斑腿樹蛙","目視","雌蛙",1
304115,2019/3/10,"台中市","新社區","中和街二段大源宮旁",120.795353,24.229868,"斑腿樹蛙","聽音","雄蛙","30~39"
