年,季節,蛙種,數量,縣市,鄉鎮,地點,環境型態,經度,緯度
2010,S2,褐樹蛙,0,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S2,澤蛙,1,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S3,小雨蛙,0,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S3,中國樹蟾,0,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S3,日本樹蛙,20,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S3,布氏樹蛙,0,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S3,艾氏樹蛙,0,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S3,拉都希氏赤蛙,2,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S3,虎皮蛙,0,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S3,長腳赤蛙,0,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S3,面天樹蛙,18,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S3,貢德氏赤蛙,2,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S3,莫氏樹蛙,0,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S3,斯文豪氏赤蛙,0,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S3,黑眶蟾蜍,0,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S3,腹斑蛙,11,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S3,福建大頭蛙,3,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S3,臺北樹蛙,0,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S3,盤古蟾蜍,0,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S3,褐樹蛙,0,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S3,澤蛙,1,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S4,小雨蛙,0,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S4,中國樹蟾,0,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S4,日本樹蛙,2,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S4,布氏樹蛙,2,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S4,艾氏樹蛙,0,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S4,拉都希氏赤蛙,15,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S4,虎皮蛙,1,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S4,長腳赤蛙,0,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S4,面天樹蛙,6,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S4,貢德氏赤蛙,0,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S4,莫氏樹蛙,0,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S4,斯文豪氏赤蛙,0,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S4,黑眶蟾蜍,0,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S4,腹斑蛙,2,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S4,福建大頭蛙,1,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S4,臺北樹蛙,0,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S4,盤古蟾蜍,0,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S4,褐樹蛙,0,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S4,澤蛙,0,桃園市,大溪區,百吉國小,墾地,121.307464,24.822451
2010,S1,日本樹蛙,13,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S1,布氏樹蛙,0,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S1,艾氏樹蛙,16,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S1,拉都希氏赤蛙,5,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S1,梭德氏赤蛙,1,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S1,莫氏樹蛙,15,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S1,斯文豪氏赤蛙,200,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S1,黑眶蟾蜍,0,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S1,盤古蟾蜍,8,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S1,褐樹蛙,0,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S1,澤蛙,0,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S2,日本樹蛙,112,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S2,布氏樹蛙,0,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S2,艾氏樹蛙,0,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S2,拉都希氏赤蛙,7,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S2,梭德氏赤蛙,0,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S2,莫氏樹蛙,7,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S2,斯文豪氏赤蛙,95,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S2,黑眶蟾蜍,2,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S2,盤古蟾蜍,63,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S2,褐樹蛙,95,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S2,澤蛙,0,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S3,日本樹蛙,233,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S3,布氏樹蛙,0,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S3,艾氏樹蛙,0,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S3,拉都希氏赤蛙,8,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S3,梭德氏赤蛙,0,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S3,莫氏樹蛙,0,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S3,斯文豪氏赤蛙,100,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S3,黑眶蟾蜍,0,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S3,盤古蟾蜍,15,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S3,褐樹蛙,130,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S3,澤蛙,0,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S4,日本樹蛙,21,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S4,布氏樹蛙,1,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S4,艾氏樹蛙,0,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S4,拉都希氏赤蛙,0,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S4,梭德氏赤蛙,0,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S4,莫氏樹蛙,5,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S4,斯文豪氏赤蛙,49,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S4,黑眶蟾蜍,0,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S4,盤古蟾蜍,27,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S4,褐樹蛙,9,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S4,澤蛙,0,花蓮縣,秀林鄉,砂卡礑,闊葉林,121.61373,24.16213
2010,S1,小雨蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S1,日本樹蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S1,布氏樹蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S1,拉都希氏赤蛙,1,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S1,虎皮蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S1,長腳赤蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S1,美洲牛蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S1,面天樹蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S1,貢德氏赤蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S1,斑腿樹蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S1,黑眶蟾蜍,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S1,福建大頭蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S1,臺北樹蛙,2,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S1,盤古蟾蜍,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S1,褐樹蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S1,澤蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S2,小雨蛙,14,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S2,日本樹蛙,19,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S2,布氏樹蛙,9,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S2,拉都希氏赤蛙,7,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S2,虎皮蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S2,長腳赤蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S2,美洲牛蛙,2,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S2,面天樹蛙,5,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S2,貢德氏赤蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S2,斑腿樹蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S2,黑眶蟾蜍,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S2,福建大頭蛙,5,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S2,臺北樹蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S2,盤古蟾蜍,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S2,褐樹蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S2,澤蛙,17,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S3,小雨蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S3,日本樹蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S3,布氏樹蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S3,拉都希氏赤蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S3,虎皮蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S3,長腳赤蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S3,美洲牛蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S3,面天樹蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S3,貢德氏赤蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S3,斑腿樹蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S3,黑眶蟾蜍,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S3,福建大頭蛙,1,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S3,臺北樹蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S3,盤古蟾蜍,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S3,褐樹蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S3,澤蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S4,小雨蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S4,日本樹蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S4,布氏樹蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S4,拉都希氏赤蛙,4,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S4,虎皮蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S4,長腳赤蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S4,美洲牛蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S4,面天樹蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S4,貢德氏赤蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S4,斑腿樹蛙,1,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S4,黑眶蟾蜍,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S4,福建大頭蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S4,臺北樹蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S4,盤古蟾蜍,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S4,褐樹蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S4,澤蛙,0,新北市,鶯歌區,尖山路 ,闊葉林,121.3447769,24.94640059
2010,S2,小雨蛙,0,嘉義縣,大林鎮,社團國小,墾地,120.496428,23.617384
2010,S2,中國樹蟾,1,嘉義縣,大林鎮,社團國小,墾地,120.496428,23.617384
2010,S2,史丹吉氏小雨蛙,0,嘉義縣,大林鎮,社團國小,墾地,120.496428,23.617384
2010,S2,布氏樹蛙,1,嘉義縣,大林鎮,社團國小,墾地,120.496428,23.617384
2010,S2,拉都希氏赤蛙,0,嘉義縣,大林鎮,社團國小,墾地,120.496428,23.617384
2010,S2,面天樹蛙,0,嘉義縣,大林鎮,社團國小,墾地,120.496428,23.617384
2010,S2,貢德氏赤蛙,2,嘉義縣,大林鎮,社團國小,墾地,120.496428,23.617384
2010,S2,黑眶蟾蜍,0,嘉義縣,大林鎮,社團國小,墾地,120.496428,23.617384
2010,S2,諸羅樹蛙,1,嘉義縣,大林鎮,社團國小,墾地,120.496428,23.617384
2010,S2,澤蛙,0,嘉義縣,大林鎮,社團國小,墾地,120.496428,23.617384
2010,S3,小雨蛙,2,嘉義縣,大林鎮,社團國小,墾地,120.496428,23.617384
2010,S3,中國樹蟾,1,嘉義縣,大林鎮,社團國小,墾地,120.496428,23.617384
2010,S3,史丹吉氏小雨蛙,2,嘉義縣,大林鎮,社團國小,墾地,120.496428,23.617384
2010,S3,布氏樹蛙,3,嘉義縣,大林鎮,社團國小,墾地,120.496428,23.617384
2010,S3,拉都希氏赤蛙,0,嘉義縣,大林鎮,社團國小,墾地,120.496428,23.617384
2010,S3,面天樹蛙,1,嘉義縣,大林鎮,社團國小,墾地,120.496428,23.617384
2010,S3,貢德氏赤蛙,1,嘉義縣,大林鎮,社團國小,墾地,120.496428,23.617384
2010,S3,黑眶蟾蜍,2,嘉義縣,大林鎮,社團國小,墾地,120.496428,23.617384
2010,S3,諸羅樹蛙,12,嘉義縣,大林鎮,社團國小,墾地,120.496428,23.617384
2010,S3,澤蛙,0,嘉義縣,大林鎮,社團國小,墾地,120.496428,23.617384
2010,S4,小雨蛙,0,嘉義縣,大林鎮,社團國小,墾地,120.496428,23.617384
2010,S4,中國樹蟾,0,嘉義縣,大林鎮,社團國小,墾地,120.496428,23.617384
2010,S4,史丹吉氏小雨蛙,1,嘉義縣,大林鎮,社團國小,墾地,120.496428,23.617384
2010,S4,布氏樹蛙,0,嘉義縣,大林鎮,社團國小,墾地,120.496428,23.617384
2010,S4,拉都希氏赤蛙,0,嘉義縣,大林鎮,社團國小,墾地,120.496428,23.617384
2010,S4,面天樹蛙,0,嘉義縣,大林鎮,社團國小,墾地,120.496428,23.617384
2010,S4,貢德氏赤蛙,1,嘉義縣,大林鎮,社團國小,墾地,120.496428,23.617384
2010,S4,黑眶蟾蜍,1,嘉義縣,大林鎮,社團國小,墾地,120.496428,23.617384
2010,S4,諸羅樹蛙,5,嘉義縣,大林鎮,社團國小,墾地,120.496428,23.617384
2010,S4,澤蛙,3,嘉義縣,大林鎮,社團國小,墾地,120.496428,23.617384
2010,S1,小雨蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S1,中國樹蟾,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S1,日本樹蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S1,布氏樹蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S1,艾氏樹蛙,5,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S1,拉都希氏赤蛙,18,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S1,長腳赤蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S1,面天樹蛙,20,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S1,貢德氏赤蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S1,莫氏樹蛙,1,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S1,斯文豪氏赤蛙,15,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S1,黑眶蟾蜍,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S1,腹斑蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S1,福建大頭蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S1,翡翠樹蛙,6,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S1,臺北樹蛙,3,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S1,盤古蟾蜍,20,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S1,褐樹蛙,22,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S1,澤蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S2,小雨蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S2,中國樹蟾,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S2,日本樹蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S2,布氏樹蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S2,艾氏樹蛙,3,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S2,拉都希氏赤蛙,16,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S2,長腳赤蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S2,面天樹蛙,40,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S2,貢德氏赤蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S2,莫氏樹蛙,2,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S2,斯文豪氏赤蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S2,黑眶蟾蜍,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S2,腹斑蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S2,福建大頭蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S2,翡翠樹蛙,2,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S2,臺北樹蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S2,盤古蟾蜍,3,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S2,褐樹蛙,32,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S2,澤蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S3,小雨蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S3,中國樹蟾,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S3,日本樹蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S3,布氏樹蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S3,艾氏樹蛙,3,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S3,拉都希氏赤蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S3,長腳赤蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S3,面天樹蛙,14,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S3,貢德氏赤蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S3,莫氏樹蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S3,斯文豪氏赤蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S3,黑眶蟾蜍,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S3,腹斑蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S3,福建大頭蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S3,翡翠樹蛙,2,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S3,臺北樹蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S3,盤古蟾蜍,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S3,褐樹蛙,8,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S3,澤蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S4,小雨蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S4,中國樹蟾,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S4,日本樹蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S4,布氏樹蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S4,艾氏樹蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S4,拉都希氏赤蛙,5,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S4,長腳赤蛙,1,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S4,面天樹蛙,50,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S4,貢德氏赤蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S4,莫氏樹蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S4,斯文豪氏赤蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S4,黑眶蟾蜍,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S4,腹斑蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S4,福建大頭蛙,2,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S4,翡翠樹蛙,3,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S4,臺北樹蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S4,盤古蟾蜍,1,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S4,褐樹蛙,3,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S4,澤蛙,0,宜蘭縣,頭城鎮,福德坑溪,闊葉林,121.809727,24.870661
2010,S2,小雨蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2010,S2,日本樹蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2010,S2,布氏樹蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2010,S2,拉都希氏赤蛙,15,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2010,S2,虎皮蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2010,S2,長腳赤蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2010,S2,貢德氏赤蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2010,S2,莫氏樹蛙,4,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2010,S2,斑腿樹蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2010,S2,黑眶蟾蜍,16,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
2010,S2,福建大頭蛙,0,桃園市,龜山區,福源山步道,闊葉林,121.3529945,24.98406553
