siteName	year	month	date	samplingDepthInMeter	distToCoast	samplingVolume	debrisDaily	debrisOrganism	debrisWood	miscellaneous
"台灣電力股份有限公司
(南部發電廠)"	105	1	22	6		30553431.00 	0	210	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	1	30	6		22220151.00 	0	190	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	2	5	6		16666560.00 	0	40	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	2	19	6		36184671.00 	0	150	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	2	26	6		16508112.00 	0	60	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	3	4	6		19444320.00 	0	70	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	3	11	6		19444320.00 	0	60	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	3	18	6		19444320.00 	0	90	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	3	25	6		19444320.00 	0	17640	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	4	1	6		19444320.00 	0	140	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	4	8	6		19444320.00 	0	150	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	4	15	6		19444320.00 	0	170	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	4	22	6		19444320.00 	0	80	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	4	29	6		19444320.00 	0	120	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	5	6	6		19444320.00 	0	60	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	5	13	6		19444320.00 	0	50	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	5	20	6		19444320.00 	0	60	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	5	27	6		15588312.00 	0	40	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	6	3	6		19182792.00 	0	70	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	6	8	6		13888800.00 	0	180	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	6	17	6		25003698.00 	0	130	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	6	24	6		19444320.00 	0	40	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	7	1	6		19444320.00 	0	40	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	7	7	6		16666560.00 	0	180	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	7	15	6		22222080.00 	0	100	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	7	22	6		19444320.00 	0	50	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	7	29	6		19444320.00 	0	60	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	8	5	6		19444320.00 	0	40	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	8	12	6		19444320.00 	0	90	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	8	19	6		19444320.00 	0	80	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	8	25	6		16666560.00 	0	210	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	9	2	6		22222080.00 	0	110	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	9	9	6		19444320.00 	0	70	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	9	23	6		38543880.00 	0	130	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	9	30	6		19444320.00 	0	170	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	10	7	6		19444320.00 	0	90	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	10	14	6		19444320.00 	0	60	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	10	21	6		19444320.00 	0	21500	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	10	27	6		16666560.00 	0	1160	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	11	4	6		22222080.00 	0	20	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	11	10	6		16666560.00 	0	40	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	11	18	6		22222080.00 	0	30	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	11	25	6		19444320.00 	0	20	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	12	2	6		19444320.00 	0	70	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	12	9	6		15656523.00 	0	400	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	12	16	6		14333760.00 	0	1460	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	12	23	6		14333760.00 	0	990	0	0
"台灣電力股份有限公司
(南部發電廠)"	105	12	30	6		14333760.00 	0	10	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	1	13	6		28776525.00 	0	30	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	1	26	6		33322380.00 	0	50	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	2	3	6		22222080.00 	0	40	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	2	10	6		19444320.00 	0	40	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	2	17	6		19444320.00 	0	20	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	2	24	6		19444320.00 	0	70	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	3	10	6		38888640.00 	0	40	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	3	17	6		19444320.00 	0	20	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	3	31	6		33214992.00 	0	20	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	4	7	6		15331680.00 	0	1090	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	4	14	6		16988568.00 	0	110	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	4	19	6		13888800.00 	0	110	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	4	27	6		22222080.00 	0	15340	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	5	5	6		22222080.00 	0	70	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	5	12	6		19444320.00 	0	400	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	5	17	6		13888800.00 	0	2070	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	5	19	6		5555520.00 	0	720	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	5	26	6		19444320.00 	0	1560	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	6	2	6		19444320.00 	0	210	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	6	9	6		19444320.00 	0	80	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	6	16	6		19444320.00 	0	50	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	6	23	6		19444320.00 	0	90	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	6	30	6		19444320.00 	0	90	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	7	7	6		19444320.00 	0	40	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	7	14	6		19444320.00 	0	80	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	7	21	6		19448178.00 	0	130	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	8	4	6		8333280.00 	0	160	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	8	11	6		19444320.00 	0	200	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	8	18	6		19444320.00 	0	30	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	8	25	6		19444320.00 	0	140	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	9	1	6		19444320.00 	0	130	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	9	8	6		19444320.00 	0	70	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	9	15	6		19444320.00 	0	20	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	9	22	6		19444320.00 	0	80	0	0
"台灣電力股份有限公司
(南部發電廠)"	106	9	29	6		19448178.00 	0	40	0	0
"台灣電力股份有限公司
(大潭發電廠)"	104	1	7				0	0	0	5000
"台灣電力股份有限公司
(大潭發電廠)"	104	1	8				0	0	0	5200
"台灣電力股份有限公司
(大潭發電廠)"	104	1	12				0	0	0	4400
"台灣電力股份有限公司
(大潭發電廠)"	104	1	13				0	0	0	5500
"台灣電力股份有限公司
(大潭發電廠)"	104	1	14				0	0	0	5000
"台灣電力股份有限公司
(大潭發電廠)"	104	1	15				0	0	0	4200
"台灣電力股份有限公司
(大潭發電廠)"	104	1	17				0	0	0	3000
"台灣電力股份有限公司
(大潭發電廠)"	104	1	19				0	0	0	5000
"台灣電力股份有限公司
(大潭發電廠)"	104	2	3				0	0	0	5200
"台灣電力股份有限公司
(大潭發電廠)"	104	2	4				0	0	0	3000
"台灣電力股份有限公司
(大潭發電廠)"	104	2	5				0	0	0	2480
"台灣電力股份有限公司
(大潭發電廠)"	104	2	7				0	0	0	9510
"台灣電力股份有限公司
(大潭發電廠)"	104	2	9				0	0	0	7710
"台灣電力股份有限公司
(大潭發電廠)"	104	2	16				0	0	0	800
"台灣電力股份有限公司
(大潭發電廠)"	104	2	24				0	0	0	2000
"台灣電力股份有限公司
(大潭發電廠)"	104	3	5				0	0	0	1990
"台灣電力股份有限公司
(大潭發電廠)"	104	3	13				0	0	0	3760
"台灣電力股份有限公司
(大潭發電廠)"	104	3	26				0	0	0	2800
"台灣電力股份有限公司
(大潭發電廠)"	104	4	1				0	0	0	2400
"台灣電力股份有限公司
(大潭發電廠)"	104	4	2				0	0	0	10000
"台灣電力股份有限公司
(大潭發電廠)"	104	4	10				0	0	0	2700
"台灣電力股份有限公司
(大潭發電廠)"	104	4	13				0	0	0	3910
"台灣電力股份有限公司
(大潭發電廠)"	104	4	14				0	0	0	5000
"台灣電力股份有限公司
(大潭發電廠)"	104	4	15				0	0	0	2000
"台灣電力股份有限公司
(大潭發電廠)"	104	4	22				0	0	0	2000
"台灣電力股份有限公司
(大潭發電廠)"	104	5	5				0	0	0	2800
"台灣電力股份有限公司
(大潭發電廠)"	104	5	13				0	0	0	1900
"台灣電力股份有限公司
(大潭發電廠)"	104	6	8				0	0	0	7900
"台灣電力股份有限公司
(大潭發電廠)"	104	6	22				0	0	0	8350
"台灣電力股份有限公司
(大潭發電廠)"	104	7	3				0	0	0	10000
"台灣電力股份有限公司
(大潭發電廠)"	104	7	6				0	0	0	5900
"台灣電力股份有限公司
(大潭發電廠)"	104	7	8				0	0	0	1000
"台灣電力股份有限公司
(大潭發電廠)"	104	7	9				0	0	0	1000
"台灣電力股份有限公司
(大潭發電廠)"	104	7	10				0	0	0	1720
"台灣電力股份有限公司
(大潭發電廠)"	104	7	13				0	0	0	5700
"台灣電力股份有限公司
(大潭發電廠)"	104	7	15				0	0	0	1000
"台灣電力股份有限公司
(大潭發電廠)"	104	7	17				0	0	0	1000
"台灣電力股份有限公司
(大潭發電廠)"	104	7	20				0	0	0	4110
"台灣電力股份有限公司
(大潭發電廠)"	104	7	23				0	0	0	1760
"台灣電力股份有限公司
(大潭發電廠)"	104	7	24				0	0	0	500
"台灣電力股份有限公司
(大潭發電廠)"	104	7	27				0	0	0	3550
"台灣電力股份有限公司
(大潭發電廠)"	104	7	29				0	0	0	1000
"台灣電力股份有限公司
(大潭發電廠)"	104	8	1				0	0	0	2000
"台灣電力股份有限公司
(大潭發電廠)"	104	8	5				0	0	0	2600
"台灣電力股份有限公司
(大潭發電廠)"	104	8	6				0	0	0	1170
"台灣電力股份有限公司
(大潭發電廠)"	104	8	7				0	0	0	1000
"台灣電力股份有限公司
(大潭發電廠)"	104	8	11				0	0	0	1000
"台灣電力股份有限公司
(大潭發電廠)"	104	8	12				0	0	0	2600
"台灣電力股份有限公司
(大潭發電廠)"	104	8	14				0	0	0	500
"台灣電力股份有限公司
(大潭發電廠)"	104	8	19				0	0	0	4200
"台灣電力股份有限公司
(大潭發電廠)"	104	8	26				0	0	0	2700
"台灣電力股份有限公司
(大潭發電廠)"	104	8	27				0	0	0	1000
"台灣電力股份有限公司
(大潭發電廠)"	104	8	29				0	0	0	580
"台灣電力股份有限公司
(大潭發電廠)"	104	8	31				0	0	0	2820
"台灣電力股份有限公司
(大潭發電廠)"	104	9	2				0	0	0	1000
"台灣電力股份有限公司
(大潭發電廠)"	104	9	7				0	0	0	3200
"台灣電力股份有限公司
(大潭發電廠)"	104	9	9				0	0	0	1000
"台灣電力股份有限公司
(大潭發電廠)"	104	9	11				0	0	0	2990
"台灣電力股份有限公司
(大潭發電廠)"	104	9	15				0	0	0	5600
"台灣電力股份有限公司
(大潭發電廠)"	104	9	23				0	0	0	10000
"台灣電力股份有限公司
(大潭發電廠)"	104	10	1				0	0	0	6300
"台灣電力股份有限公司
(大潭發電廠)"	104	10	5				0	0	0	1000
"台灣電力股份有限公司
(大潭發電廠)"	104	10	8				0	0	0	9240
"台灣電力股份有限公司
(大潭發電廠)"	104	10	12				0	0	0	7530
"台灣電力股份有限公司
(大潭發電廠)"	104	10	14				0	0	0	8240
"台灣電力股份有限公司
(大潭發電廠)"	104	10	21				0	0	0	7510
"台灣電力股份有限公司
(大潭發電廠)"	104	10	28				0	0	0	7710
"台灣電力股份有限公司
(大潭發電廠)"	104	11	3				0	0	0	8090
"台灣電力股份有限公司
(大潭發電廠)"	104	11	5				0	0	0	7260
"台灣電力股份有限公司
(大潭發電廠)"	104	11	7				0	0	0	7730
"台灣電力股份有限公司
(大潭發電廠)"	104	11	11				0	0	0	7470
"台灣電力股份有限公司
(大潭發電廠)"	104	11	12				0	0	0	6830
"台灣電力股份有限公司
(大潭發電廠)"	104	11	17				0	0	0	6980
"台灣電力股份有限公司
(大潭發電廠)"	104	11	20				0	0	0	9325
"台灣電力股份有限公司
(大潭發電廠)"	104	11	25				0	0	0	7000
"台灣電力股份有限公司
(大潭發電廠)"	104	11	27				0	0	0	6390
"台灣電力股份有限公司
(大潭發電廠)"	104	11	28				0	0	0	9030
"台灣電力股份有限公司
(大潭發電廠)"	104	12	2				0	0	0	8880
"台灣電力股份有限公司
(大潭發電廠)"	104	12	7				0	0	0	7950
"台灣電力股份有限公司
(大潭發電廠)"	104	12	10				0	0	0	6140
"台灣電力股份有限公司
(大潭發電廠)"	104	12	11				0	0	0	9090
"台灣電力股份有限公司
(大潭發電廠)"	104	12	16				0	0	0	10010
"台灣電力股份有限公司
(大潭發電廠)"	104	12	21				0	0	0	6200
"台灣電力股份有限公司
(大潭發電廠)"	104	12	22				0	0	0	10920
"台灣電力股份有限公司
(大潭發電廠)"	104	12	23				0	0	0	5720
"台灣電力股份有限公司
(大潭發電廠)"	105	2	1				0	0	0	5000
"台灣電力股份有限公司
(大潭發電廠)"	105	3	10				0	0	0	150
"台灣電力股份有限公司
(大潭發電廠)"	105	3	10				0	0	0	1550
"台灣電力股份有限公司
(大潭發電廠)"	105	3	16				0	0	0	300
"台灣電力股份有限公司
(大潭發電廠)"	105	3	17				0	0	0	1000
"台灣電力股份有限公司
(大潭發電廠)"	105	3	17				0	0	0	500
"台灣電力股份有限公司
(大潭發電廠)"	105	3	18				0	0	0	1000
"台灣電力股份有限公司
(大潭發電廠)"	105	3	21				0	0	0	300
"台灣電力股份有限公司
(大潭發電廠)"	105	3	21				0	0	0	6800
"台灣電力股份有限公司
(大潭發電廠)"	105	3	22				0	0	0	1000
"台灣電力股份有限公司
(大潭發電廠)"	105	6	1				0	0	0	6370
"台灣電力股份有限公司
(大潭發電廠)"	105	6	2				0	0	0	7260
"台灣電力股份有限公司
(大潭發電廠)"	105	6	3				0	0	0	6360
"台灣電力股份有限公司
(大潭發電廠)"	105	6	3				0	0	0	7420
"台灣電力股份有限公司
(大潭發電廠)"	105	6	4				0	0	0	6720
"台灣電力股份有限公司
(大潭發電廠)"	105	6	7				0	0	0	1400
"台灣電力股份有限公司
(大潭發電廠)"	105	6	8				0	0	0	3090
"台灣電力股份有限公司
(大潭發電廠)"	105	6	17				0	0	0	3540
"台灣電力股份有限公司
(大潭發電廠)"	105	6	27				0	0	0	3600
"台灣電力股份有限公司
(大潭發電廠)"	105	7	6				0	0	0	1050
"台灣電力股份有限公司
(大潭發電廠)"	105	7	18				0	0	0	2270
"台灣電力股份有限公司
(大潭發電廠)"	105	7	28				0	0	0	670
"台灣電力股份有限公司
(大潭發電廠)"	105	8	19				0	0	0	2550
"台灣電力股份有限公司
(大潭發電廠)"	105	8	29				0	0	0	1480
"台灣電力股份有限公司
(大潭發電廠)"	105	9	10				0	0	0	1640
"台灣電力股份有限公司
(大潭發電廠)"	105	9	21				0	0	0	2460
"台灣電力股份有限公司
(大潭發電廠)"	105	10	6				0	0	0	4000
"台灣電力股份有限公司
(大潭發電廠)"	105	10	20				0	0	0	2860
"台灣電力股份有限公司
(大潭發電廠)"	105	11	1				0	0	0	2880
"台灣電力股份有限公司
(大潭發電廠)"	105	11	9				0	0	0	10220
"台灣電力股份有限公司
(大潭發電廠)"	105	11	16				0	0	0	6370
"台灣電力股份有限公司
(大潭發電廠)"	105	12	13				0	0	0	4950
"台灣電力股份有限公司
(大潭發電廠)"	105	12	21				0	0	0	7680
"台灣電力股份有限公司
(大潭發電廠)"	106	1	6				0	0	0	5670
"台灣電力股份有限公司
(大潭發電廠)"	106	1	17				0	0	0	3820
"台灣電力股份有限公司
(大潭發電廠)"	106	1	19				0	0	0	4000
"台灣電力股份有限公司
(大潭發電廠)"	106	2	22				0	0	0	6040
"台灣電力股份有限公司
(大潭發電廠)"	106	3	3				0	0	0	7380
"台灣電力股份有限公司
(大潭發電廠)"	106	3	8				0	0	0	8660
"台灣電力股份有限公司
(大潭發電廠)"	106	3	17				0	0	0	24520
"台灣電力股份有限公司
(大潭發電廠)"	106	3	21				0	0	0	7910
"台灣電力股份有限公司
(大潭發電廠)"	106	3	23				0	0	0	7290
"台灣電力股份有限公司
(大潭發電廠)"	106	4	11				0	0	0	10810
"台灣電力股份有限公司
(大潭發電廠)"	106	4	18				0	0	0	7720
"台灣電力股份有限公司
(大潭發電廠)"	106	5	4				0	0	0	3380
"台灣電力股份有限公司
(大潭發電廠)"	106	5	16				0	0	0	6300
"台灣電力股份有限公司
(大潭發電廠)"	106	5	24				0	0	0	5570
"台灣電力股份有限公司
(大潭發電廠)"	106	5	25				0	0	0	5240
"台灣電力股份有限公司
(大潭發電廠)"	106	6	5				0	0	0	3690
"台灣電力股份有限公司
(大潭發電廠)"	106	6	13				0	0	0	3110
"台灣電力股份有限公司
(大潭發電廠)"	106	6	15				0	0	0	3340
"台灣電力股份有限公司
(大潭發電廠)"	106	6	20				0	0	0	5350
"台灣電力股份有限公司
(大潭發電廠)"	106	6	20				0	0	0	6930
"台灣電力股份有限公司
(大潭發電廠)"	106	6	27				0	0	0	1770
"台灣電力股份有限公司
(大潭發電廠)"	106	6	27				0	0	0	3600
"台灣電力股份有限公司
(大潭發電廠)"	106	7	12				0	0	0	1880
"台灣電力股份有限公司
(大潭發電廠)"	106	7	17				0	0	0	3160
"台灣電力股份有限公司
(大潭發電廠)"	106	7	26				0	0	0	2740
"台灣電力股份有限公司
(大潭發電廠)"	106	8	7				0	0	0	6700
"台灣電力股份有限公司
(大潭發電廠)"	106	8	16				0	0	0	1370
"台灣電力股份有限公司
(大潭發電廠)"	106	8	30				0	0	0	4290
"台灣電力股份有限公司
(大潭發電廠)"	106	9	7				0	0	0	2400
"台灣電力股份有限公司
(大潭發電廠)"	106	9	15				0	0	0	1490
"台灣電力股份有限公司
(大潭發電廠)"	106	9	21				0	0	0	2100
"台灣電力股份有限公司
(大潭發電廠)"	106	9	27				0	0	0	2280
"台灣電力股份有限公司
(大潭發電廠)"	106	9	28			10352380.65 	12360	0	0	0
"台灣電力股份有限公司
(大潭發電廠)"	106	10	2			9751360.00 	8270	0	0	0
