nameOfMPA	parentMPA	basedOn	_提報機關	authority	level	areaSuppliedByFATWInKM	lengthOfCoastSuppliedByFATWInKM	typeOfData	rawCoordinate	cleanedCoordinate	stepIType	distantExtentedInMeter
豐濱鄉小湖保育區	NA	漁業法	漁業署	花蓮縣政府	3	0.42	NA	POLYGON	"23°38'59.6""N;121°32'10.8""E"	23°38'59.6sN 121°32'10.8sE	多邊形所圍面積減去多算的陸地面積	NA
豐濱鄉小湖保育區	NA	漁業法	漁業署	花蓮縣政府	3	0.42	NA	POLYGON	"23°38'59.6""N;121°32'17.8""E"	23°38'59.6sN 121°32'17.8sE	多邊形所圍面積減去多算的陸地面積	NA
豐濱鄉小湖保育區	NA	漁業法	漁業署	花蓮縣政府	3	0.42	NA	POLYGON	"23°38'06.8""N;121°31'57.8""E"	23°38'06.8sN 121°31'57.8sE	多邊形所圍面積減去多算的陸地面積	NA
豐濱鄉小湖保育區	NA	漁業法	漁業署	花蓮縣政府	3	0.42	NA	POLYGON	"23°38'06.8""N;121°32'04.9""E"	23°38'06.8sN 121°32'04.9sE	多邊形所圍面積減去多算的陸地面積	NA
豐濱鄉豐濱保育區	NA	漁業法	漁業署	花蓮縣政府	3	1.67	NA	POLYGON	"23°32'58.4""N;121°30'37.0""E"	23°32'58.4sN 121°30'37.0sE	多邊形所圍面積減去多算的陸地面積	NA
豐濱鄉豐濱保育區	NA	漁業法	漁業署	花蓮縣政府	3	1.67	NA	POLYGON	"23°32'58.4""N;121°30'44.1""E"	23°32'58.4sN 121°30'44.1sE	多邊形所圍面積減去多算的陸地面積	NA
豐濱鄉豐濱保育區	NA	漁業法	漁業署	花蓮縣政府	3	1.67	NA	POLYGON	"23°29'02.3""N;121°30'44.3""E"	23°29'02.3sN 121°30'44.3sE	多邊形所圍面積減去多算的陸地面積	NA
豐濱鄉豐濱保育區	NA	漁業法	漁業署	花蓮縣政府	3	1.67	NA	POLYGON	"23°29'02.3""N;121°30'51.4""E"	23°29'02.3sN 121°30'51.4sE	多邊形所圍面積減去多算的陸地面積	NA
豐濱鄉石梯坪保育區	NA	漁業法	漁業署	花蓮縣政府	3	0.17	NA	POLYGON	"23°28'50.0""N;121°30'33.8""E"	23°28'50.0sN 121°30'33.8sE	多邊形所圍面積減去多算的陸地面積	NA
豐濱鄉石梯坪保育區	NA	漁業法	漁業署	花蓮縣政府	3	0.17	NA	POLYGON	"23°28'50.0""N;121°30'40.9""E"	23°28'50.0sN 121°30'40.9sE	多邊形所圍面積減去多算的陸地面積	NA
豐濱鄉石梯坪保育區	NA	漁業法	漁業署	花蓮縣政府	3	0.17	NA	POLYGON	"23°28'10.7""N;121°30'16.0""E"	23°28'10.7sN 121°30'16.0sE	多邊形所圍面積減去多算的陸地面積	NA
豐濱鄉石梯坪保育區	NA	漁業法	漁業署	花蓮縣政府	3	0.17	NA	POLYGON	"23°28'10.7""N;121°30'23.1""E"	23°28'10.7sN 121°30'23.1sE	多邊形所圍面積減去多算的陸地面積	NA
小門漁業資源保育區	NA	漁業法	漁業署	澎湖縣政府	3	0.06	NA	POLYGON	23°39.3' N;119°30.4'E	23°39.3'N 119°30.4'E	多邊形所圍面積減去多算的陸地面積	NA
小門漁業資源保育區	NA	漁業法	漁業署	澎湖縣政府	3	0.06	NA	POLYGON	23°39.3' N;119°30.6'E	23°39.3'N 119°30.6'E	多邊形所圍面積減去多算的陸地面積	NA
小門漁業資源保育區	NA	漁業法	漁業署	澎湖縣政府	3	0.06	NA	POLYGON	23°39.4'N;119°30.4'E	23°39.4'N 119°30.4'E	多邊形所圍面積減去多算的陸地面積	NA
小門漁業資源保育區	NA	漁業法	漁業署	澎湖縣政府	3	0.06	NA	POLYGON	23°39.4'N;119°30.6'E	23°39.4'N 119°30.6'E	多邊形所圍面積減去多算的陸地面積	NA
七美漁業資源保育區	NA	漁業法	漁業署	澎湖縣政府	3	0.04	NA	NA	NA	NA	NA	100
金門縣古寧頭西北海域鱟保育區	NA	漁業法	漁業署	金門縣政府	3	7.86	NA	POLYGON	"24°28'14.9""N;118°17'19.5""E"	24°28'14.9sN 118°17'19.5sE	多邊形所圍面積減去多算的陸地面積	NA
金門縣古寧頭西北海域鱟保育區	NA	漁業法	漁業署	金門縣政府	3	7.86	NA	POLYGON	"24°28'44.4""N;118°19'38.8""E"	24°28'44.4sN 118°19'38.8sE	多邊形所圍面積減去多算的陸地面積	NA
金門縣古寧頭西北海域鱟保育區	NA	漁業法	漁業署	金門縣政府	3	7.86	NA	POLYGON	"24°29'49.4""N;118°19'38.8""E"	24°29'49.4sN 118°19'38.8sE	多邊形所圍面積減去多算的陸地面積	NA
金門縣古寧頭西北海域鱟保育區	NA	漁業法	漁業署	金門縣政府	3	7.86	NA	POLYGON	"24°29'19.9""N;118°17'19.5""E"	24°29'19.9sN 118°17'19.5sE	多邊形所圍面積減去多算的陸地面積	NA
相關漁具漁法及特定漁業禁漁區	NA	漁業法	漁業署	漁業署及各縣市政府	3	26453.86	NA	NA	NA	NA	NA	NA
墾丁國家公園	NA	國家公園法	營建署	墾丁國家公園管理處	NA	NA	NA	NA	NA	NA	NA	NA
墾丁國家公園海域生態保護區	墾丁國家公園	國家公園法	營建署	墾丁國家公園管理處	1	4.7638	NA	NA	NA	NA	NA	NA
墾丁國家公園海域特別景觀區	墾丁國家公園	國家公園法	營建署	墾丁國家公園管理處	1	2.0528	NA	NA	NA	NA	NA	NA
墾丁國家公園海域遊憩區海底公園	墾丁國家公園	國家公園法	營建署	墾丁國家公園管理處	1	2.8407	NA	NA	NA	NA	NA	NA
墾丁國家公園海域遊憩區海上育樂區	墾丁國家公園	國家公園法	營建署	墾丁國家公園管理處	2	1.3006	NA	NA	NA	NA	NA	NA
墾丁國家公園海域一般管制區	墾丁國家公園	國家公園法	營建署	墾丁國家公園管理處	3	141.1029	NA	NA	NA	NA	NA	NA
墾丁國家公園海域生態保護區一	墾丁國家公園海域生態保護區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"22°0'28.15""N;120°41'19.63""E"	22°0'28.15sN 120°41'19.63sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域生態保護區一	墾丁國家公園海域生態保護區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°59'44.49""N;120°41'45.14""E"	21°59'44.49sN 120°41'45.14sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域生態保護區一	墾丁國家公園海域生態保護區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°59'52.67""N;120°41'58.91""E"	21°59'52.67sN 120°41'58.91sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域生態保護區一	墾丁國家公園海域生態保護區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"22°0'30.32""N;120°41'35.33""E"	22°0'30.32sN 120°41'35.33sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域生態保護區二	墾丁國家公園海域生態保護區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°55'37.71""N;120°43'1.22""E"	21°55'37.71sN 120°43'1.22sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域生態保護區二	墾丁國家公園海域生態保護區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°55'7.33""N;120°43'19.28""E"	21°55'7.33sN 120°43'19.28sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域生態保護區二	墾丁國家公園海域生態保護區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°54'54.11""N;120°43'41.79""E"	21°54'54.11sN 120°43'41.79sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域生態保護區二	墾丁國家公園海域生態保護區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°55'6.15""N;120°44'29.21""E"	21°55'6.15sN 120°44'29.21sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域生態保護區二	墾丁國家公園海域生態保護區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°55'10.80""N;120°44'23.17""E"	21°55'10.80sN 120°44'23.17sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域生態保護區二	墾丁國家公園海域生態保護區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°55'5.24""N;120°43'42.35""E"	21°55'5.24sN 120°43'42.35sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域生態保護區二	墾丁國家公園海域生態保護區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°55'43.49""N;120°43'8.14""E"	21°55'43.49sN 120°43'8.14sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域生態保護區三	墾丁國家公園海域生態保護區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°56'1.71""N ;120°49'21.04""E"	21°56'1.71sN 120°49'21.04sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域生態保護區三	墾丁國家公園海域生態保護區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°55'50.39""N;120°49'15.92""E"	21°55'50.39sN 120°49'15.92sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域生態保護區三	墾丁國家公園海域生態保護區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°54'52.09""N;120°50'5.03""E"	21°54'52.09sN 120°50'5.03sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域生態保護區三	墾丁國家公園海域生態保護區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°54'41.78""N;120°50'49.40""E"	21°54'41.78sN 120°50'49.40sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域生態保護區四	墾丁國家公園海域生態保護區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	LINESTRING	"21°53'57.03""N;120°51'0.43""E"	21°53'57.03sN 120°51'0.43sE	二至多點間自低潮線向外海延伸特定距離範圍內	NA
墾丁國家公園海域生態保護區四	墾丁國家公園海域生態保護區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	LINESTRING	"21°53'49.15""N;120°50'55.07""E"	21°53'49.15sN 120°50'55.07sE	二至多點間自低潮線向外海延伸特定距離範圍內	NA
墾丁國家公園海域生態保護區四	墾丁國家公園海域生態保護區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	LINESTRING	"21°53'53.84""N;120°52'6.59""E"	21°53'53.84sN 120°52'6.59sE	二至多點間自低潮線向外海延伸特定距離範圍內	NA
墾丁國家公園海域生態保護區四	墾丁國家公園海域生態保護區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	LINESTRING	"21°54'33.26""N;120°51'48.58""E"	21°54'33.26sN 120°51'48.58sE	二至多點間自低潮線向外海延伸特定距離範圍內	NA
墾丁國家公園海域生態保護區四	墾丁國家公園海域生態保護區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	LINESTRING	"21°55'44.47""N;120°51'26.24""E"	21°55'44.47sN 120°51'26.24sE	二至多點間自低潮線向外海延伸特定距離範圍內	NA
墾丁國家公園海域生態保護區四	墾丁國家公園海域生態保護區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	LINESTRING	"21°56'51.09""N;120°50'41.96""E"	21°56'51.09sN 120°50'41.96sE	二至多點間自低潮線向外海延伸特定距離範圍內	NA
墾丁國家公園海域生態保護區四	墾丁國家公園海域生態保護區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	LINESTRING	"21°56'47.58""N;120°50'33.65""E"	21°56'47.58sN 120°50'33.65sE	二至多點間自低潮線向外海延伸特定距離範圍內	NA
墾丁國家公園海域特別景觀區一	墾丁國家公園海域特別景觀區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°58'15.20""N;120°42'54.85""E"	21°58'15.20sN 120°42'54.85sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域特別景觀區一	墾丁國家公園海域特別景觀區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°58'18.19""N;120°42'45.89""E"	21°58'18.19sN 120°42'45.89sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域特別景觀區一	墾丁國家公園海域特別景觀區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°57'57.50""N;120°42'37.12""E"	21°57'57.50sN 120°42'37.12sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域特別景觀區一	墾丁國家公園海域特別景觀區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°56'24.15""N;120°42'27.28""E"	21°56'24.15sN 120°42'27.28sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域特別景觀區一	墾丁國家公園海域特別景觀區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°56'2.21""N;120°42'31.31""E"	21°56'2.21sN 120°42'31.31sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域特別景觀區一	墾丁國家公園海域特別景觀區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°56'4.38""N;120°42'40.22""E"	21°56'4.38sN 120°42'40.22sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域特別景觀區二	墾丁國家公園海域特別景觀區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°55'58.85""N;120°45'22.95""E"	21°55'58.85sN 120°45'22.95sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域特別景觀區二	墾丁國家公園海域特別景觀區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°56'11.02""N;120°45'12.25""E"	21°56'11.02sN 120°45'12.25sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域特別景觀區二	墾丁國家公園海域特別景觀區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°56'2.25""N;120°44'58.62""E"	21°56'2.25sN 120°44'58.62sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域特別景觀區二	墾丁國家公園海域特別景觀區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°55'50.10""N;120°45'9.13""E"	21°55'50.10sN 120°45'9.13sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域特別景觀區三	墾丁國家公園海域特別景觀區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°54'41.66""N;120°50'49.34""E"	21°54'41.66sN 120°50'49.34sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域特別景觀區三	墾丁國家公園海域特別景觀區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°54'42.10""N;120°50'38.69""E"	21°54'42.10sN 120°50'38.69sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域特別景觀區三	墾丁國家公園海域特別景觀區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°54'11.92""N;120°50'38.28""E"	21°54'11.92sN 120°50'38.28sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域特別景觀區三	墾丁國家公園海域特別景觀區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°53'54.90""N;120°50'45.67""E"	21°53'54.90sN 120°50'45.67sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域特別景觀區三	墾丁國家公園海域特別景觀區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°53'49.06""N;120°50'55.07""E"	21°53'49.06sN 120°50'55.07sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域特別景觀區三	墾丁國家公園海域特別景觀區	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°53'56.97""N;120°51'0.40""E"	21°53'56.97sN 120°51'0.40sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海底公園一	墾丁國家公園海域遊憩區海底公園	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"22° 1'45.01""N;120°41'10.15""E"	22°1'45.01sN 120°41'10.15sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海底公園一	墾丁國家公園海域遊憩區海底公園	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"22° 1'44.38""N;120°40'58.87""E"	22°1'44.38sN 120°40'58.87sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海底公園一	墾丁國家公園海域遊憩區海底公園	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"22° 1'17.20""N;120°40'59.23""E"	22°1'17.20sN 120°40'59.23sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海底公園一	墾丁國家公園海域遊憩區海底公園	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"22° 0'53.47""N;120°41'4.92""E"	22°0'53.47sN 120°41'4.92sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海底公園一	墾丁國家公園海域遊憩區海底公園	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"22° 0'27.93""N;120°41'19.60""E"	22°0'27.93sN 120°41'19.60sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海底公園一	墾丁國家公園海域遊憩區海底公園	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"22° 0'30.33""N;120°41'35.21""E"	22°0'30.33sN 120°41'35.21sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海底公園二	墾丁國家公園海域遊憩區海底公園	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°59'52.60""N;120°41'58.68""E"	21°59'52.60sN 120°41'58.68sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海底公園二	墾丁國家公園海域遊憩區海底公園	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°59'44.37""N;120°41'45.09""E"	21°59'44.37sN 120°41'45.09sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海底公園二	墾丁國家公園海域遊憩區海底公園	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°58'57.62""N;120°42'25.19""E"	21°58'57.62sN 120°42'25.19sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海底公園二	墾丁國家公園海域遊憩區海底公園	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°59'5.42""N;120°42'40.78""E"	21°59'5.42sN 120°42'40.78sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海底公園三	墾丁國家公園海域遊憩區海底公園	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°56'37.26""N;120°44'46.84""E"	21°56'37.26sN 120°44'46.84sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海底公園三	墾丁國家公園海域遊憩區海底公園	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°56'18.83""N;120°45'0.89""E"	21°56'18.83sN 120°45'0.89sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海底公園三	墾丁國家公園海域遊憩區海底公園	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°56'23.92""N;120°45'7.87""E"	21°56'23.92sN 120°45'7.87sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海底公園三	墾丁國家公園海域遊憩區海底公園	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°56'45.58""N;120°45'7.91""E"	21°56'45.58sN 120°45'7.91sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海底公園三	墾丁國家公園海域遊憩區海底公園	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°56'45.76""N;120°44'52.88""E"	21°56'45.76sN 120°44'52.88sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海底公園三	墾丁國家公園海域遊憩區海底公園	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°56'46.96""N;120°44'49.23""E"	21°56'46.96sN 120°44'49.23sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海底公園四	墾丁國家公園海域遊憩區海底公園	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°56'58.86""N;120°46'39.16""E"	21°56'58.86sN 120°46'39.16sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海底公園四	墾丁國家公園海域遊憩區海底公園	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°56'48.96""N;120°46'33.98""E"	21°56'48.96sN 120°46'33.98sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海底公園四	墾丁國家公園海域遊憩區海底公園	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°56'29.34""N;120°46'57.32""E"	21°56'29.34sN 120°46'57.32sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海底公園四	墾丁國家公園海域遊憩區海底公園	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°56'32.66""N;120°47'6.08""E"	21°56'32.66sN 120°47'6.08sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海底公園四	墾丁國家公園海域遊憩區海底公園	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°56'32.30""N;120°47'20.68""E"	21°56'32.30sN 120°47'20.68sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海底公園四	墾丁國家公園海域遊憩區海底公園	國家公園法	營建署	墾丁國家公園管理處	1	NA	NA	POLYGON	"21°56'41.46""N;120°47'18.93""E"	21°56'41.46sN 120°47'18.93sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海上育樂區一	墾丁國家公園海域遊憩區海上育樂區	國家公園法	營建署	墾丁國家公園管理處	2	NA	NA	LINESTRING	"21°56'2.49""N;120°42'46.29""E"	21°56'2.49sN 120°42'46.29sE	二至多點連線與陸域邊際共同圍成的面積	NA
墾丁國家公園海域遊憩區海上育樂區一	墾丁國家公園海域遊憩區海上育樂區	國家公園法	營建署	墾丁國家公園管理處	2	NA	NA	LINESTRING	"21°55'48.87""N;120°42'51.95""E"	21°55'48.87sN 120°42'51.95sE	二至多點連線與陸域邊際共同圍成的面積	NA
墾丁國家公園海域遊憩區海上育樂區一	墾丁國家公園海域遊憩區海上育樂區	國家公園法	營建署	墾丁國家公園管理處	2	NA	NA	LINESTRING	"21°55'43.35""N;120°43'8.00""E"	21°55'43.35sN 120°43'8.00sE	二至多點連線與陸域邊際共同圍成的面積	NA
墾丁國家公園海域遊憩區海上育樂區二	墾丁國家公園海域遊憩區海上育樂區	國家公園法	營建署	墾丁國家公園管理處	2	NA	NA	POLYGON	"21°57'32.30""N;120°45'45.08""E"	21°57'32.30sN 120°45'45.08sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海上育樂區二	墾丁國家公園海域遊憩區海上育樂區	國家公園法	營建署	墾丁國家公園管理處	2	NA	NA	POLYGON	"21°57'25.23""N;120°45'46.15""E"	21°57'25.23sN 120°45'46.15sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海上育樂區二	墾丁國家公園海域遊憩區海上育樂區	國家公園法	營建署	墾丁國家公園管理處	2	NA	NA	POLYGON	"21°57'16.20""N;120°45'51.39""E"	21°57'16.20sN 120°45'51.39sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海上育樂區二	墾丁國家公園海域遊憩區海上育樂區	國家公園法	營建署	墾丁國家公園管理處	2	NA	NA	POLYGON	"21°57'12.32""N;120°45'59.87""E"	21°57'12.32sN 120°45'59.87sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海上育樂區二	墾丁國家公園海域遊憩區海上育樂區	國家公園法	營建署	墾丁國家公園管理處	2	NA	NA	POLYGON	"21°57'2.60""N;120°46'5.27""E"	21°57'2.60sN 120°46'5.27sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海上育樂區二	墾丁國家公園海域遊憩區海上育樂區	國家公園法	營建署	墾丁國家公園管理處	2	NA	NA	POLYGON	"21°56'51.99""N;120°46'24.41""E"	21°56'51.99sN 120°46'24.41sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海上育樂區二	墾丁國家公園海域遊憩區海上育樂區	國家公園法	營建署	墾丁國家公園管理處	2	NA	NA	POLYGON	"21°56'48.79""N;120°46'33.93""E"	21°56'48.79sN 120°46'33.93sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海上育樂區二	墾丁國家公園海域遊憩區海上育樂區	國家公園法	營建署	墾丁國家公園管理處	2	NA	NA	POLYGON	"21°56'58.82""N;120°46'39.17""E"	21°56'58.82sN 120°46'39.17sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海上育樂區三	墾丁國家公園海域遊憩區海上育樂區	國家公園法	營建署	墾丁國家公園管理處	2	NA	NA	POLYGON	"21°56'41.44""N;120°47'18.94""E"	21°56'41.44sN 120°47'18.94sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海上育樂區三	墾丁國家公園海域遊憩區海上育樂區	國家公園法	營建署	墾丁國家公園管理處	2	NA	NA	POLYGON	"21°56'32.38""N;120°47'20.77""E"	21°56'32.38sN 120°47'20.77sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海上育樂區三	墾丁國家公園海域遊憩區海上育樂區	國家公園法	營建署	墾丁國家公園管理處	2	NA	NA	POLYGON	"21°56'30.99""N;120°47'33.53""E"	21°56'30.99sN 120°47'33.53sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海上育樂區三	墾丁國家公園海域遊憩區海上育樂區	國家公園法	營建署	墾丁國家公園管理處	2	NA	NA	POLYGON	"21°56'27.46""N;120°47'45.29""E"	21°56'27.46sN 120°47'45.29sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海上育樂區三	墾丁國家公園海域遊憩區海上育樂區	國家公園法	營建署	墾丁國家公園管理處	2	NA	NA	POLYGON	"21°56'23.50""N;120°47'47.97""E"	21°56'23.50sN 120°47'47.97sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海上育樂區三	墾丁國家公園海域遊憩區海上育樂區	國家公園法	營建署	墾丁國家公園管理處	2	NA	NA	POLYGON	"21°56'29.39""N;120°47'53.53""E"	21°56'29.39sN 120°47'53.53sE	多邊形所圍面積減去多算的陸地面積	NA
墾丁國家公園海域遊憩區海上育樂區四	墾丁國家公園海域遊憩區海上育樂區	國家公園法	營建署	墾丁國家公園管理處	2	NA	NA	LINESTRING	"21°56'21.22""N;120°48'10.02""E"	21°56'21.22sN 120°48'10.02sE	二至多點連線與陸域邊際共同圍成的面積	NA
